work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Industry Sector,Top Skills Required,Certifications Preferred,Educational Requirements,Job Demand Trends,Career Progression Path,Job Posting Sources,Work-Life Balance Score,Job Satisfaction Rating,Job Growth Rate (%),Security Clearance Required,Primary Cybersecurity Domain,Remote Work Availability,Bonus Eligibility
2021,SE,FT,Cyber Security Analyst,140000,USD,140000,US,100,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",CEH,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,2.979491669,4.818353591,8.24,No,Network Security,Yes,Yes
2021,SE,FT,Cyber Security Architect,140000,USD,140000,US,100,US,L,Education,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.809734687,4.468472082,27.22,No,Cloud Security,Yes,Yes
2020,SE,FT,Principal Cloud Security Engineer,50000,GBP,64132,GB,100,GB,L,Government,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.585879609,3.876153961,28.89,No,Cloud Security,Yes,Yes
2021,MI,FT,Penetration Tester,1740,EUR,2056,PT,100,PT,M,Healthcare,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.817513432,3.717734467,26.55,No,Application Security,Yes,Yes
2021,SE,FT,Cyber Security Specialist,75000,EUR,88654,NL,50,NL,S,Government,General Security Knowledge,CISSP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.593863338,3.578426957,25.24,No,Governance & Compliance,Hybrid,Yes
2020,SE,FT,Cyber Security Specialist,45000,EUR,51321,ES,100,ES,S,Consulting,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.777598862,4.799875605,21.38,No,Identity Management,Yes,Yes
2021,SE,FT,Security Engineer,50000,EUR,59102,PT,100,PT,L,Government,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,2.542033312,4.910534472,18.77,Top Secret,Cloud Security,Yes,No
2020,EN,FT,Information Security Analyst,240000,INR,3238,IN,0,IN,M,Retail,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.90272326,4.545290086,7.17,No,Network Security,No,No
2021,MI,FT,Cyber Security Engineer,80000,EUR,94564,FR,100,FR,L,Retail,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.36759883,4.015409305,15.21,Top Secret,Cloud Security,Yes,Yes
2021,EX,FT,Chief Information Security Officer,142000,GBP,195316,GB,100,GB,L,Consulting,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.581463643,3.54919858,14.32,No,Cloud Security,Yes,Yes
2020,SE,FT,Penetration Testing Engineer,62000,EUR,70709,ES,100,ES,L,Government,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,2.976886219,4.383107422,11.49,Yes,Network Security,Yes,No
2021,MI,FT,Security Engineer,70000,EUR,82744,DE,50,DE,L,Healthcare,General Security Knowledge,CEH,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.284245673,3.044295203,23.09,No,Cloud Security,Hybrid,Yes
2020,EN,FT,Cyber Security Engineer,35000,GBP,44892,GB,100,GB,L,Consulting,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.935554214,4.369393718,17.4,No,Cloud Security,Yes,Yes
2021,SE,FT,Information Security Specialist,155000,CHF,169525,CH,100,CH,L,Technology,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.742772437,4.002475048,7.03,Yes,Application Security,Yes,Yes
2020,SE,FT,Cyber Security Specialist,900000,ZAR,54727,ZA,100,ZA,L,Technology,General Security Knowledge,CISM,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.085837092,2.758215276,10.5,No,Risk Management,Yes,Yes
2021,EN,FT,IT Security Engineer,16800,EUR,19858,GR,50,GR,M,Technology,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.220986229,4.372392975,22.08,Yes,Cloud Security,Hybrid,Yes
2020,MI,FT,Cyber Security Specialist,26000,EUR,29652,IT,50,IT,M,Technology,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.681207458,2.944593521,6.9,Yes,Network Security,Hybrid,No
2020,MI,FT,Ethical Hacker,52000,EUR,59304,FR,100,FR,L,Finance,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.841266034,4.282042775,26.28,No,Governance & Compliance,Yes,Yes
2020,SE,FT,Penetration Tester,198000,PLN,50831,PL,100,PL,L,Healthcare,General Security Knowledge,Security+,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.584541367,4.033560001,17.38,Secret,Application Security,Yes,Yes
2020,EN,FT,SOC Analyst,60000,USD,60000,US,100,US,L,Technology,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.881812841,3.880470677,17.01,No,Network Security,Yes,Yes
2020,SE,FT,Penetration Tester,75000,GBP,96198,GB,100,GB,M,Retail,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.78339898,4.734376144,19.81,Top Secret,Application Security,Yes,Yes
2021,SE,FT,Cloud Security Engineer,140000,USD,140000,US,0,US,L,Government,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.182637732,2.677717849,25.62,Yes,Cloud Security,No,No
2020,SE,FT,Information Security Engineer,29950,EUR,34157,GR,50,GR,L,Retail,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.59466902,4.577263529,13.7,Top Secret,Cloud Security,Hybrid,No
2021,EX,FT,Penetration Tester,70000,EUR,82744,FR,50,FR,L,Education,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.188777158,3.685488296,21.95,Secret,Application Security,Hybrid,No
2020,EN,FT,Penetration Tester,53000,NZD,34414,NZ,100,NZ,M,Technology,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.693211029,4.069779219,19.14,No,Application Security,Yes,Yes
2020,SE,CT,Cyber Security Analyst,150000,GBP,192396,GB,100,GB,L,Retail,"Firewall Management, Network Security, Cryptography",CISM,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.953668243,4.871788331,11.68,No,Network Security,Yes,No
2021,MI,FT,Penetration Tester,33000,EUR,39007,ES,100,ES,M,Retail,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.777066231,3.933229186,26.97,Secret,Application Security,Yes,No
2020,SE,FT,Cyber Security Architect,72000,EUR,82114,BE,0,BE,M,Technology,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,2.77188011,4.997145173,24.94,No,Cloud Security,No,No
2020,MI,FT,Security Engineer,90000,USD,90000,CH,50,CH,S,Education,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,2.767356833,4.191897738,21.46,No,Cloud Security,Hybrid,Yes
2021,SE,FT,IT Security Engineer,70000,EUR,82744,AT,100,AT,S,Government,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.551988464,4.706323958,26.26,No,Cloud Security,Yes,Yes
2020,MI,FT,Cyber Security Analyst,100000,USD,100000,US,0,US,L,Finance,"Firewall Management, Network Security, Cryptography",CISSP,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,4.179345981,3.551065676,26.68,Yes,Network Security,No,Yes
2020,MI,FT,Information Security Manager,120000,EUR,136856,DE,50,DE,L,Education,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.716237474,2.900798724,22.71,Top Secret,Governance & Compliance,Hybrid,No
2020,MI,FT,Application Security Engineer,8223,USD,8223,IN,100,US,L,Healthcare,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.543262757,3.048978797,25.93,Yes,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Engineer,56000,EUR,66195,FR,50,FR,S,Technology,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.678848354,3.564603245,22.44,Top Secret,Cloud Security,Hybrid,Yes
2021,EN,FT,Security Engineer,1000000,INR,13523,IN,50,IN,M,Retail,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.02976599,4.118637587,22.0,Yes,Cloud Security,Hybrid,No
2020,MI,FT,Cyber Security Analyst,49100,SEK,5337,SE,0,SE,L,Consulting,"Firewall Management, Network Security, Cryptography",CEH,Bachelor’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,3.656961197,3.570388473,20.47,Yes,Network Security,No,No
2021,MI,FT,Cyber Security Specialist,62000,EUR,73287,DE,100,DE,L,Government,General Security Knowledge,CISM,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.500028036,3.301890964,23.82,Yes,Identity Management,Yes,No
2020,SE,FT,Information Security Architect,55000,EUR,62726,ES,0,ES,L,Retail,General Security Knowledge,AWS Security,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.239228798,4.518498358,8.97,Yes,Cloud Security,No,Yes
2021,MI,FT,Cyber Security Analyst,51000,EUR,60284,DE,100,DE,M,Retail,"Firewall Management, Network Security, Cryptography",AWS Security,Certification Only,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,3.26805182,2.573111313,27.02,Yes,Network Security,Yes,No
2021,SE,FT,Cyber Security Architect,450000,BRL,83415,BR,100,BR,L,Finance,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.971911607,4.950838557,26.8,No,Cloud Security,Yes,Yes
2020,MI,FT,DevSecOps Engineer,58000,EUR,66147,BE,50,BE,M,Technology,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.985037683,3.659025367,5.73,No,Cloud Security,Hybrid,Yes
2020,SE,FT,Security Engineer,300000,USD,300000,US,50,US,L,Retail,General Security Knowledge,CISM,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.205619784,2.53847893,25.65,Yes,Cloud Security,Hybrid,Yes
2021,MI,FT,Cyber Security Researcher,1500000,INR,20285,IN,0,IN,M,Education,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.832390414,4.430351879,8.22,No,Risk Management,No,Yes
2021,EN,FT,Cyber Security Analyst,80100,USD,80100,US,100,US,L,Government,"Firewall Management, Network Security, Cryptography",Security+,Bachelor’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.292389571,3.611849343,13.38,Yes,Network Security,Yes,Yes
2021,SE,FT,Cyber Security Researcher,175000,USD,175000,US,0,US,S,Technology,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.304293276,3.491057475,23.59,No,Application Security,No,No
2020,SE,FT,Information Security Specialist,200000,RUB,2764,RU,0,RU,L,Consulting,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.26949598,4.803483167,9.02,Yes,Network Security,No,Yes
2021,SE,FT,Cloud Security Engineer,82000,USD,82000,US,100,US,L,Consulting,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.415400006,3.874717089,25.45,Secret,Cloud Security,Yes,No
2020,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L,Government,General Security Knowledge,OSCP,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.179954405,4.597727789,25.8,Yes,Cloud Security,Yes,Yes
2020,SE,FT,IT Security Engineer,105000,USD,105000,US,50,US,L,Government,General Security Knowledge,CISSP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.81517326,3.876345688,17.69,Yes,Cloud Security,Hybrid,Yes
2021,SE,FT,Security Engineer,106000,USD,106000,US,100,US,L,Finance,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.837294741,4.941360062,5.16,Yes,Cloud Security,Yes,Yes
2020,SE,FT,Concierge Security Engineer,115000,EUR,131154,DE,100,DE,S,Government,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.666485647,2.838656189,12.18,Top Secret,Cloud Security,Yes,Yes
2021,SE,FT,Information Security Analyst,115000,USD,115000,US,50,US,L,Healthcare,General Security Knowledge,CISM,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.947069222,4.742994315,20.42,No,Network Security,Hybrid,Yes
2021,SE,FT,Penetration Tester,143000,USD,143000,US,100,US,L,Education,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.749514413,2.621373451,29.53,No,Application Security,Yes,Yes
2021,EX,FT,Chief Information Security Officer,289000,USD,289000,US,100,US,L,Healthcare,General Security Knowledge,AWS Security,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.992787079,3.660350781,20.8,No,Risk Management,Yes,Yes
2021,SE,FT,Penetration Tester,180000,AUD,135090,AU,100,AU,S,Government,General Security Knowledge,CEH,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.03311897,3.286100752,11.5,No,Application Security,Yes,Yes
2021,MI,FT,Penetration Tester,115000,USD,115000,US,100,US,L,Government,General Security Knowledge,OSCP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.726247809,3.024776987,20.85,Secret,Application Security,Yes,Yes
2020,SE,FT,Information Security Manager,252000,USD,252000,US,100,US,M,Healthcare,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.150005436,4.712195075,18.5,No,Governance & Compliance,Yes,No
2020,MI,FT,Application Security Engineer,107000,CAD,79810,CA,100,CA,L,Government,General Security Knowledge,CISM,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.190630919,4.924347851,24.5,Yes,Cloud Security,Yes,Yes
2020,SE,FT,Incident Response Analyst,135000,USD,135000,US,50,US,L,Government,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.231531334,4.579710283,7.67,No,Application Security,Hybrid,No
2021,SE,FT,Penetration Tester,190000,USD,190000,US,100,US,M,Technology,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.619457417,3.711983229,24.03,Yes,Application Security,Yes,No
2021,EN,FT,Security Analyst,48000,USD,48000,US,100,US,L,Finance,"SOC Analysis, Threat Intelligence, SIEM",CISM,PhD,Decreasing,IT Support → Security Analyst → Security Engineer,Glassdoor,4.13907364,4.877317896,18.53,Yes,Network Security,Yes,No
2021,MI,FT,Security Engineering Manager,140000,USD,140000,US,50,US,L,Technology,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.204672118,3.021760695,29.07,Yes,Cloud Security,Hybrid,No
2021,SE,FT,Penetration Tester,180000,NZD,127248,NZ,50,NZ,S,Consulting,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.385106569,2.953458791,13.55,Yes,Application Security,Hybrid,Yes
2021,SE,FT,Security Engineer,90000,GBP,123792,GB,50,GB,L,Consulting,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.705040496,3.888423678,20.82,Secret,Cloud Security,Hybrid,No
2021,EN,FT,Cyber Security Engineer,75500,AUD,56662,AU,100,AU,M,Healthcare,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.062440372,2.682006645,28.3,Secret,Cloud Security,Yes,No
2020,SE,FT,Cyber Security Architect,203000,USD,203000,US,50,US,L,Education,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.647404723,4.48325724,7.56,No,Cloud Security,Hybrid,Yes
2020,EN,FT,Cyber Security Specialist,34000,EUR,38776,IT,50,IT,L,Education,General Security Knowledge,CEH,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.227934477,3.093357093,28.43,No,Cloud Security,Hybrid,Yes
2021,MI,FT,Product Security Engineer,140400,USD,140400,US,50,US,L,Healthcare,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.603383803,4.293551532,22.2,Top Secret,Cloud Security,Hybrid,Yes
2021,MI,FT,Penetration Tester,110000,USD,110000,US,100,US,L,Healthcare,General Security Knowledge,Security+,Master’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.220093877,4.194316107,6.7,Secret,Application Security,Yes,No
2021,SE,FT,Security Engineer,172000,USD,172000,US,100,US,L,Healthcare,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.600035159,3.177372354,12.52,Top Secret,Cloud Security,Yes,No
2021,EN,FT,Cyber Security Engineer,88500,USD,88500,US,50,US,L,Finance,General Security Knowledge,CEH,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.125387456,4.644325703,22.7,Secret,Cloud Security,Hybrid,Yes
